name                                                         ,type            ,longitude ,latitude ,source_file
"Feature-Gaurishankar Conservation Area (Line 1, Point 101)" ,MultiLineString ,  86.4153 , 27.851  ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 102)" ,MultiLineString ,  86.4189 , 27.8493 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 103)" ,MultiLineString ,  86.4194 , 27.8474 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 104)" ,MultiLineString ,  86.4206 , 27.8452 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 105)" ,MultiLineString ,  86.4212 , 27.843  ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 106)" ,MultiLineString ,  86.4257 , 27.8411 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 107)" ,MultiLineString ,  86.4275 , 27.8416 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 108)" ,MultiLineString ,  86.4291 , 27.8442 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 109)" ,MultiLineString ,  86.4326 , 27.8485 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 110)" ,MultiLineString ,  86.436  , 27.8512 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 111)" ,MultiLineString ,  86.4367 , 27.8558 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 112)" ,MultiLineString ,  86.4371 , 27.8587 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 113)" ,MultiLineString ,  86.4396 , 27.8622 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 114)" ,MultiLineString ,  86.4415 , 27.8673 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 115)" ,MultiLineString ,  86.4413 , 27.8706 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 116)" ,MultiLineString ,  86.4423 , 27.8751 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 117)" ,MultiLineString ,  86.4475 , 27.8756 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 118)" ,MultiLineString ,  86.4484 , 27.8756 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 1)"   ,MultiLineString ,  86.1628 , 27.7338 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 2)"   ,MultiLineString ,  86.166  , 27.7361 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 3)"   ,MultiLineString ,  86.1614 , 27.7405 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 4)"   ,MultiLineString ,  86.1595 , 27.7455 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 5)"   ,MultiLineString ,  86.1558 , 27.7492 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 6)"   ,MultiLineString ,  86.1509 , 27.7529 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 7)"   ,MultiLineString ,  86.1478 , 27.7597 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 8)"   ,MultiLineString ,  86.145  , 27.7637 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 9)"   ,MultiLineString ,  86.1427 , 27.7684 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 1)"   ,MultiLineString ,  86.2304 , 27.8732 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 2)"   ,MultiLineString ,  86.2356 , 27.872  ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 3)"   ,MultiLineString ,  86.241  , 27.8756 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 1)"   ,MultiLineString ,  86.1657 , 27.7366 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 2)"   ,MultiLineString ,  86.1649 , 27.7395 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 3)"   ,MultiLineString ,  86.1669 , 27.7483 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 4)"   ,MultiLineString ,  86.1694 , 27.7576 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 5)"   ,MultiLineString ,  86.1724 , 27.7632 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 1)"   ,MultiLineString ,  86.1652 , 27.7361 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 2)"   ,MultiLineString ,  86.1702 , 27.7404 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 3)"   ,MultiLineString ,  86.1741 , 27.7445 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 4)"   ,MultiLineString ,  86.1788 , 27.7496 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 5)"   ,MultiLineString ,  86.188  , 27.7554 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 6)"   ,MultiLineString ,  86.1933 , 27.7582 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 7)"   ,MultiLineString ,  86.2001 , 27.762  ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 8)"   ,MultiLineString ,  86.2014 , 27.7677 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 9)"   ,MultiLineString ,  86.2041 , 27.7718 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 10)"  ,MultiLineString ,  86.2063 , 27.7796 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 11)"  ,MultiLineString ,  86.211  , 27.7831 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 12)"  ,MultiLineString ,  86.2138 , 27.7878 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 13)"  ,MultiLineString ,  86.2178 , 27.7976 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 14)"  ,MultiLineString ,  86.2217 , 27.8032 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 15)"  ,MultiLineString ,  86.2261 , 27.8075 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 16)"  ,MultiLineString ,  86.2256 , 27.8117 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 17)"  ,MultiLineString ,  86.2286 , 27.8153 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 18)"  ,MultiLineString ,  86.2291 , 27.8231 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 19)"  ,MultiLineString ,  86.226  , 27.8294 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 20)"  ,MultiLineString ,  86.2211 , 27.8336 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 21)"  ,MultiLineString ,  86.2175 , 27.843  ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 22)"  ,MultiLineString ,  86.2176 , 27.849  ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 1)"   ,MultiLineString ,  86.2203 , 27.8739 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 2)"   ,MultiLineString ,  86.2205 , 27.8791 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 3)"   ,MultiLineString ,  86.2222 , 27.8825 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 4)"   ,MultiLineString ,  86.2225 , 27.8847 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 5)"   ,MultiLineString ,  86.2201 , 27.8882 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 6)"   ,MultiLineString ,  86.2182 , 27.8927 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 7)"   ,MultiLineString ,  86.2152 , 27.8952 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 8)"   ,MultiLineString ,  86.2114 , 27.898  ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 9)"   ,MultiLineString ,  86.209  , 27.9002 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 10)"  ,MultiLineString ,  86.2084 , 27.902  ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 11)"  ,MultiLineString ,  86.2085 , 27.9039 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 12)"  ,MultiLineString ,  86.2081 , 27.9113 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 13)"  ,MultiLineString ,  86.2104 , 27.9157 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 14)"  ,MultiLineString ,  86.2133 , 27.9233 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 15)"  ,MultiLineString ,  86.215  , 27.9267 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 16)"  ,MultiLineString ,  86.2149 , 27.9312 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 17)"  ,MultiLineString ,  86.2135 , 27.9334 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 18)"  ,MultiLineString ,  86.2136 , 27.9384 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 19)"  ,MultiLineString ,  86.2123 , 27.9426 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 20)"  ,MultiLineString ,  86.2138 , 27.948  ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 21)"  ,MultiLineString ,  86.2158 , 27.9514 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 22)"  ,MultiLineString ,  86.2173 , 27.9546 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 23)"  ,MultiLineString ,  86.2176 , 27.9565 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 24)"  ,MultiLineString ,  86.2171 , 27.9607 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 25)"  ,MultiLineString ,  86.2202 , 27.9639 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 26)"  ,MultiLineString ,  86.2236 , 27.9653 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 27)"  ,MultiLineString ,  86.2211 , 27.9673 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 28)"  ,MultiLineString ,  86.2179 , 27.9693 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 29)"  ,MultiLineString ,  86.2171 , 27.9716 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 30)"  ,MultiLineString ,  86.2133 , 27.9771 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 31)"  ,MultiLineString ,  86.2111 , 27.9791 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 32)"  ,MultiLineString ,  86.2081 , 27.9823 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 33)"  ,MultiLineString ,  86.2047 , 27.9893 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 34)"  ,MultiLineString ,  86.2027 , 27.99   ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 35)"  ,MultiLineString ,  86.1961 , 27.9916 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 36)"  ,MultiLineString ,  86.1934 , 27.9959 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 37)"  ,MultiLineString ,  86.1926 , 27.9991 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 38)"  ,MultiLineString ,  86.1919 , 28.006  ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 39)"  ,MultiLineString ,  86.192  , 28.008  ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 40)"  ,MultiLineString ,  86.1918 , 28.0114 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 41)"  ,MultiLineString ,  86.1894 , 28.0164 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 42)"  ,MultiLineString ,  86.1873 , 28.0223 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 43)"  ,MultiLineString ,  86.1849 , 28.0266 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 44)"  ,MultiLineString ,  86.1822 , 28.0306 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 45)"  ,MultiLineString ,  86.18   , 28.0345 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 46)"  ,MultiLineString ,  86.1743 , 28.0386 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 47)"  ,MultiLineString ,  86.1713 , 28.0418 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 48)"  ,MultiLineString ,  86.1678 , 28.0468 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 49)"  ,MultiLineString ,  86.1637 , 28.052  ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 50)"  ,MultiLineString ,  86.1639 , 28.0594 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 51)"  ,MultiLineString ,  86.164  , 28.0649 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 52)"  ,MultiLineString ,  86.1621 , 28.0713 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 53)"  ,MultiLineString ,  86.1639 , 28.0769 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 54)"  ,MultiLineString ,  86.1657 , 28.0799 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 55)"  ,MultiLineString ,  86.166  , 28.0843 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 56)"  ,MultiLineString ,  86.1656 , 28.09   ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 57)"  ,MultiLineString ,  86.1657 , 28.0969 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 58)"  ,MultiLineString ,  86.1669 , 28.1003 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 59)"  ,MultiLineString ,  86.1684 , 28.1047 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 60)"  ,MultiLineString ,  86.1687 , 28.1084 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 61)"  ,MultiLineString ,  86.1722 , 28.1148 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 62)"  ,MultiLineString ,  86.1798 , 28.1181 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 63)"  ,MultiLineString ,  86.1823 , 28.121  ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 64)"  ,MultiLineString ,  86.1843 , 28.1222 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 65)"  ,MultiLineString ,  86.1894 , 28.1263 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 66)"  ,MultiLineString ,  86.1972 , 28.1301 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 67)"  ,MultiLineString ,  86.204  , 28.1337 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 1)"   ,MultiLineString ,  86.1714 , 28.1148 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 2)"   ,MultiLineString ,  86.1692 , 28.1178 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 3)"   ,MultiLineString ,  86.1656 , 28.1203 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 4)"   ,MultiLineString ,  86.1631 , 28.1203 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 5)"   ,MultiLineString ,  86.1595 , 28.1211 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 6)"   ,MultiLineString ,  86.1565 , 28.1249 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 7)"   ,MultiLineString ,  86.1536 , 28.1318 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 1)"   ,MultiLineString ,  85.8324 , 27.9644 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 2)"   ,MultiLineString ,  85.8323 , 27.9585 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 3)"   ,MultiLineString ,  85.8314 , 27.9575 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 1)"   ,MultiLineString ,  85.8037 , 27.7469 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 2)"   ,MultiLineString ,  85.796  , 27.7504 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 3)"   ,MultiLineString ,  85.7913 , 27.7508 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 4)"   ,MultiLineString ,  85.791  , 27.7562 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 5)"   ,MultiLineString ,  85.7828 , 27.7575 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 6)"   ,MultiLineString ,  85.7803 , 27.7598 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 7)"   ,MultiLineString ,  85.7812 , 27.7636 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 8)"   ,MultiLineString ,  85.7774 , 27.7675 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 9)"   ,MultiLineString ,  85.774  , 27.7706 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 10)"  ,MultiLineString ,  85.7732 , 27.7763 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 11)"  ,MultiLineString ,  85.7663 , 27.7734 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 12)"  ,MultiLineString ,  85.7655 , 27.7783 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 13)"  ,MultiLineString ,  85.7635 , 27.7864 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 14)"  ,MultiLineString ,  85.7636 , 27.7948 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 15)"  ,MultiLineString ,  85.7668 , 27.8032 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 16)"  ,MultiLineString ,  85.7673 , 27.8063 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 17)"  ,MultiLineString ,  85.7675 , 27.8072 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 18)"  ,MultiLineString ,  85.7677 , 27.8079 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 2, Point 1)"   ,MultiLineString ,  85.7677 , 27.8079 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 2, Point 2)"   ,MultiLineString ,  85.7668 , 27.8074 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 3, Point 1)"   ,MultiLineString ,  85.7677 , 27.8079 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 3, Point 2)"   ,MultiLineString ,  85.7691 , 27.8131 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 3, Point 3)"   ,MultiLineString ,  85.7726 , 27.8177 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 3, Point 4)"   ,MultiLineString ,  85.7753 , 27.8238 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 3, Point 5)"   ,MultiLineString ,  85.7784 , 27.8283 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 3, Point 6)"   ,MultiLineString ,  85.7767 , 27.8322 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 3, Point 7)"   ,MultiLineString ,  85.7733 , 27.8353 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 3, Point 8)"   ,MultiLineString ,  85.7734 , 27.8391 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 3, Point 9)"   ,MultiLineString ,  85.7731 , 27.8448 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 3, Point 10)"  ,MultiLineString ,  85.7701 , 27.8495 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 3, Point 11)"  ,MultiLineString ,  85.7663 , 27.8541 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 3, Point 12)"  ,MultiLineString ,  85.7621 , 27.858  ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 3, Point 13)"  ,MultiLineString ,  85.7587 , 27.8634 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 3, Point 14)"  ,MultiLineString ,  85.754  , 27.8623 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 3, Point 15)"  ,MultiLineString ,  85.7519 , 27.8681 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 3, Point 16)"  ,MultiLineString ,  85.7555 , 27.8768 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 3, Point 17)"  ,MultiLineString ,  85.7548 , 27.8856 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 3, Point 18)"  ,MultiLineString ,  85.754  , 27.8941 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 3, Point 19)"  ,MultiLineString ,  85.7615 , 27.902  ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 3, Point 20)"  ,MultiLineString ,  85.7618 , 27.8974 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 3, Point 21)"  ,MultiLineString ,  85.7669 , 27.892  ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 3, Point 22)"  ,MultiLineString ,  85.7733 , 27.8877 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 3, Point 23)"  ,MultiLineString ,  85.7759 , 27.888  ,dataset/raw/Gaurishankar Conservation Area.json
